Customer Name,Address Line1,Address Line2,Address Line3,Address Line4,Postcode,Telephone,Mobile,Email,Web,VAT No,Company No,Contact Salutation,Contact First Name,Contact Last Name,Contact Position,Contact Email,Contact Phone,Contact Mobile,Industry
"Lancet, The",Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7424 4910,,,,,,,,,,,,,,
LAND REGISTRY,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,02071664113,,,,,,,,,,,,,,
Landmark Publishing Services,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7240 4700,,,,,,,,,,,,,,
"LANGUAGE BUSINESS, THE",Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Lansons Communications,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7490 8828,,,,,,,,,,,,,,
Lansons Communications,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7490 8828,,,www.lansons.com,,,,,,,,,,,
Latchmere Centre,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0171 207 8004,0171 924 3783,,,,,,,,,,,,,
Laurel Pub Company,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,07002 528735,,,,,,,,,,,,,,
Lavender Hill Practice,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7228 4042,,,,,,,,,,,,,,
LAWRENCE,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,02072316706,,,,,,,,,,,,,,
LAWRENCE80,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,2325656,,,,,,,,,,,,,,
Lawson Dodd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0207 535 1355,,,,,,,,,,,,,,
Layton Blackham,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0171 404 6363,,,,,,,,,,,,,,
LB of Lambeth,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,0171 926 1245,,,,,,,,,,,,,
LCO Marine Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
LDM,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,(0)20 7613 1160,,,ldm.uk.com,,,,,,,,,,,
Leagas Delaney,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0207 7581758,,,www.leagas.com,,,,,,,,,,,
Leagas Delaney Partnership,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0207 7581758,,,,,,,,,,,,,,
Leap Frog Communications,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01274 850 000,,,,,,,,,,,,,,
LEARED TRIENDS LONDON LTD,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Learning & Skills Council,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
"Learning & Skills Council, Devon & Cornwall",Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Learning Through Landscapes,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01962 846 258,01962 869 099,,http://www.ltl.org.uk,,,,,,,,,,,
Learning Tree,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0800 282 353,,,www.learningtree.co.uk,,,,,,,,,,,
Learning Trust,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0208 356 7914,,,www.learningtrust.co.uk,,,,,,,,,,,
"Leather Exchange, The",Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Ledger Bennett plc,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01525 383 883,,,http://www.ledger-bennett.co.uk,,,,,,,,,,,
leeds careers,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0113 266 6748,,,,,,,,,,,,,,
Lefevre Communications,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01865 202 666,,,,,,,,,,,,,,
Legalease Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7396 9292,,,,,,,,,,,,,,
Legends Surf Shops plc,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Lehman Brothers,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020-7102-1000,,,www.lehman.com,,,,,,,,,,,
Leitch Europe Ltd D/O,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Lenzing,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,(0)1332 546 740,,,www.lenzing.com,,,,,,,,,,,
Leonard Cheshire,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,leonard-cheshire.org.uk,,,,,,,,,,,
Leoni Wiring Systems UK Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01782 604363,,,www.leoni.com,,,,,,,,,,,
LER Rental,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 8507 9997,020 8507 9993,,http://www.lerrental.com,,,,,,,,,,,
Les Garagistes Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP, 020 7631 3632,,,,,,,,,,,,,,
Levy Associates Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01727 865 533,,,,,,,,,,,,,,
Lewis Communications Bp,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
LEWIS EMERY TRAINING,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01392-832838,,,,,,,,,,,,,,
Lewisham College,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Lewisham College,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 8692 0353,,,www.lewisham.ac.uk,,,,,,,,,,,
Lewisham Hospital,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Lex Vehicle Leasing,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0870 112 4000,,,,,,,,,,,,,,
Lexis PR,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7908 6488,,,,,,,,,,,,,,
LG Electronics,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01753 491 500,,,www.lge.com,,,,,,,,,,,
Liberty Surf Communications Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Licensee & Morning Advertiser,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01753 811 911,01753 810 503,,,,,,,,,,,,,
Licom Systems,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,02476 713 434,,,,,,,,,,,,,,
lida,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0207 544 3700,,www.lidanet.com,,,,,,,,,,,,
Liebert Hiross Ltd.,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,www.liebert-hiross.com,,,,,,,,,,,
Life Plus Europe Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01480224610,,,,,,,,,,,,,,
Life Scan/ Johnson & Johnson,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0800 121 200,01494 658751,,,,,,,,,,,,,
Life Scan/Johnson & Johnson,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01494 658750,01494 658751,,,,,,,,,,,,,
Lifecycle Marketing Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01628 771 232,,,,,,,,,,,,,,
Liffe,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7623 0444,,,,,,,,,,,,,,
Lighterlife,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,08700 664 747,08700 664 748,,www.lighterlife.com,,,,,,,,,,,
Lincolnshire Ambulance & Health Transport Service,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Link Financial,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Linkels & Van Wilgen,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Linkels & Van Wilgen NV,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,599 717 8712,,www.linkels.com,,,,,,,,,,,
LINKS TREASURY,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Linx,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP, 01733 207700,,,,,,,,,,,,,,
Lion Apparel Systems,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,http://www.lionapparel.com/,,,,,,,,,,,
Lionhead Studios,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Lionhead Studios Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,ctutton@lionhead.com,,,,,,,,,,,,
Lippincott Mercer,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7235 5444,,,,,,,,,,,,,,
Litchfield Consultants Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7283 2880,,,,,,,,,,,,,,
Little Wing Films,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7535 6710,020 7563 7283,info@lwf.info,www.littlewingfilms.co.uk,,,,,,,,,,,
Liverpool Victoria,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01202 292 333,,,,,,,,,,,,,,
Lizard Productions,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Lladro,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7828 7215,,,,,,,,,,,,,,
Lloyd Law,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,www.lloydlaw.co.uk,,,,,,,,,,,
Lloyds TSB,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,www.lloydstsb.com,,,,,,,,,,,
Lloyds TSB East Dulwich,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7701 7441,,,,,,,,,,,,,,
Loans.co.uk Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Local Mart Publications,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01635 865 999,,,,,,,,,,,,,,
Lock Inspection Systems Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Logica,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,207 446 2369,,,,,,,,,,,,,,
Logistix,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01753 890666,,,www.logistixkids.co.uk,,,,,,,,,,,
London & Quadrant Group,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 8852 9181,020 8557 2191,,http://www.lqgroup.org.uk/info/contact-us/,,,,,,,,,,,
London Electricity,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0800 374 164,,,,,,,,,,,,,,
London Fire and Emergency Planning Authority,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
London Fire Brigade,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
London South Bank University,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7928 8989,,,,,,,,,,,,,,
London Stock Exchange,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7797 1239,020 7797 7501,,,,,,,,,,,,,
London Translations,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0207 021 0111,0)870 052 1564, 	info@london-translations.co.uk,,,,,,,,,,,,
London Wetland Centre,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 8409 4400,,020 8409 4401,,,,,,,,,,,,
LONZA Biologics,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Loop Customer Management Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01274 260000,,,www.loop.co.uk,,,,,,,,,,,
Loot (Associated Newspapers),Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0208 900 45 00,,,,,,,,,,,,,,
Loquorum,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Loquorum Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
"Lost Highway, The",Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 8852 1777,,,,,,,,,,,,,,
Lost In Space,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7534 8048,,,,,,,,,,,,,,
Loughborough College,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
LOUVELLES IMAGES LTD,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Louvre Hotels Benelux,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,(0032) 02 788 25 77,0032) 02 788 25 84,,www.louvre-hotels.fr,,,,,,,,,,,
LOVE 8 TATE PIL,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Lowe Howard Spink,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0207 584 5033,,,,,,,,,,,,,,
Lowe Lintas,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
LSM Group,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
LTA,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01229 716 638,,,,,,,,,,,,,,
LTP Trade,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7292 7973,,,,,,,,,,,,,,
Lucent Technologies,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01793 883333,,,,,,,,,,,,,,
Lycos - europe,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0207 250 7182,,,,,,,,,,,,,,
Lycos Europe,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0207 250 7182,020 7250 7040,shaines@lycos-europe.com,,,,,,,,,,,,
Lynx Technology,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Lyreco,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0845 767 6999,,,www.lyreco.co.uk,,,,,,,,,,,
M S T Televison Ltd D/Online,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
M-Corp Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Mace Macro Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Macfarlane Telesystems,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7314 1314,,,www.macfar.co.uk,,,,,,,,,,,
MacLehose Associates,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,023 8062 9699,023 8062 9366,,,,,,,,,,,,,
Macmillans Publishing,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01256 329242,020 7843 4640,,,,,,,,,,,,,
Macrae & Co,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7378 7716,,,,,,,,,,,,,,
Macromedia Europe Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01344 458 600,,,,,,,,,,,,,,
Maersk Logistics,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,, Fax: (44) 20 7418 4000,,,,,,,,,,,,,
Mafkildea,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 8699 7527,,,http://www.wood4floors.com,,,,,,,,,,,
Mainline Media,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Mair Group,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 8771 6444,,,,,,,,,,,,,,
Major League Baseball,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0171 453 7000,,,,,,,,,,,,,,
Major Training,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Malcolm Reading & Associates Limited,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7637 2502,020 7631 0723,,www.malcolmreading.co.uk,,,,,,,,,,,
Malmaison Hotel,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0141 572 1000,0141 572 1002,,,,,,,,,,,,,
Malmaison Hotel2,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0161 278 1000,0161 278 1101,,,,,,,,,,,,,
Manchester Building Society,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0161 833 8888,0161 833 8889,,,,,,,,,,,,,
Manchester Evening News,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0161 832 7200,,,www.manchestereveningnews.co.uk,,,,,,,,,,,
Manning Selvage & Lee,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0207 878 3000 ,,,www.mslpr.co.uk,,,,,,,,,,,
Manning Selvage/Lee Ltd. Bp,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Manning Stainton,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP, 0113 258 2657,,,,,,,,,,,,,,
Manor Publishing Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Mantix,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01473 284 900,,,http://www.mantix.com,,,,,,,,,,,
Mantix Infact,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Manx Telecom Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,(0)1624 633633,,,www.manx-telecom.com,,,,,,,,,,,
MAP plc,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0161 907 3000,,,,,,,,,,,,,,
Maple House Publishing Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01205 311 155,01205 311 122,,,,,,,,,,,,,
Marbles PR,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Marconi,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,07740 158122,,,,,,,,,,,,,,
Marcus Evans,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0207 499 0900,,,,,,,,,,,,,,
Marina D'or,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,02087426720,,www.marinador.com,,,,,,,,,,,,
Marine Stewardship Council,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7811 3300,,,http://msc.org,,,,,,,,,,,
Mark Butler Associates,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7603 6033,,,,,,,,,,,,,,
Mark Moses Associates,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7234 0480,,,,,,,,,,,,,,
Mark Moses DJs,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Market Link Publishing,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Marketforce Communications Bp,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Marketing Partnership,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01622 734 785,,,,,,,,,,,,,,
Marketing Publishing Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Marketing Society,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 8973 1700,,,http://www.marketing-society.org.uk,,,,,,,,,,,
Marks Sattin,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP, 020 7321 5000,,,www.markssattin.co.uk,,,,,,,,,,,
Mars & Co.,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7730 4040,,,,,,,,,,,,,,
Mars UK Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Marsh UK,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7357 1000,,,,,,,,,,,,,,
Marshalls,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01795 415 300,,,marshalls.co.uk,,,,,,,,,,,
Martin Glynn FICFor,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01765 650149,,,http://www.martinglynn.co.uk,,,,,,,,,,,
Martin Ward Anderson,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7240 2233,,,,,,,,,,,,,,
Mason Communications Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0161 877 7808,,,,,,,,,,,,,,
Mason Rose,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0207 2353245,,,http://www.masonrose.com,,,,,,,,,,,
Mastermover International Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01335 347700,,,www.mastermover.com,,,,,,,,,,,
Matawave Video,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Matrix Communications Group Plc,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0870 737 5000,0870 737 5001,info@mxcplc.com,www.mxcplc.com,,,,,,,,,,,
Matrix Recruitment,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01758 644 511,,,,,,,,,,,,,,
Mattel,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0034 933 06 79 00,,,,,,,,,,,,,,
